 RIN, Primary Key, Date Occurred, Time Occurred, Location, Area Command, Nature of Contact, Reason Desc, R2R Level,Master Subject ID, Subject Sex, Subject Race, Subject Ethnicity, Subject Conduct Desc, Subject Resistance, Weapon Used 1, Weapon Used 2,Weapon Used 3, Weapon Used 4, Weapon Used 5, Number Shots, Subject Effects, Effect on Officer, Officer Organization Desc, Officer Commission Date,Officer Yrs of Service, X-Coordinate, Y-Coordinate,CouncilDistrict
"168,628","20,153,261,394",11/22/2015 12:00:00 AM, ,3600 PRESIDENTIAL BLVD,AP,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,240910664: 20153261394,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,AIRPORT 400 REG II PATROL,01/08/1996 12:00:00 AM,20,"3,138,768","10,047,351",2
"168,647","20,153,260,236",11/22/2015 12:00:00 AM,0214,413 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459346059: 20153260236,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,CHEMICAL AGENT - O C SPRAY,,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I PATROL,11/30/2012 12:00:00 AM,3,"3,115,574","10,070,283",9
"168,747","20,153,260,350",11/22/2015 12:00:00 AM,0330,700 SAN JACINTO BLVD,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,458930651: 20153260350,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 200 REG I PATROL,09/24/1999 12:00:00 AM,16,"3,115,130","10,070,956",9
"168,624","20,153,270,102",11/23/2015 12:00:00 AM,0235,414 E 6TH ST,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,119287572: 20153270102,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,06/18/2004 12:00:00 AM,11,"3,115,646","10,070,479",9
"168,642","20,153,270,513",11/23/2015 12:00:00 AM, ,600 BLOCK CONGRESS AVE,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,184418961: 20153270513,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,MINOR INJURY,GEORGE 200 REG I PATROL,06/23/2006 12:00:00 AM,9,"3,114,212","10,070,908",9
"168,643","20,153,270,513",11/23/2015 12:00:00 AM,1002,600 BLOCK CONGRESS AVE,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,184418961: 20153270513,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE DISTRICT REPS REG I PARTOL,08/10/2001 12:00:00 AM,14,"3,114,212","10,070,908",9
"168,644","20,153,270,085",11/23/2015 12:00:00 AM,0200,600 BLOCK TRINITY ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND REPORTING OFFICER,3,458888892: 20153270085,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,GEORGE 700 REG I PATROL,04/27/2007 12:00:00 AM,9,"3,115,449","10,070,596",9
"168,645","20,153,270,513",11/23/2015 12:00:00 AM, ,600 BLOCK CONGRESS AVE,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,184418961: 20153270513,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE DISTRICT REPS REG I PARTOL,08/10/2001 12:00:00 AM,14,"3,114,212","10,070,908",9
"168,646","20,153,270,500",11/23/2015 12:00:00 AM, ,5000 BLOCK E RIVERSIDE DR,HE,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,2,185271055: 20153270500,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 200 REG III PATROL,04/23/2010 12:00:00 AM,6,"3,123,346","10,057,433",3
"168,662","20,153,270,513",11/23/2015 12:00:00 AM,1002,600 BLOCK CONGRESS AVE,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,184418961: 20153270513,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 200 REG I PATROL,07/08/2005 12:00:00 AM,10,"3,114,212","10,070,908",9
"168,887","20,153,270,102",11/23/2015 12:00:00 AM,0417,414 E 6TH ST,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,119287572: 20153270102,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,03/21/2014 12:00:00 AM,2,"3,115,646","10,070,479",9
"168,648","20,153,280,269",11/24/2015 12:00:00 AM,0655,700 BLOCK NECHES ST,GE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I PATROL,10/23/1998 12:00:00 AM,17,"3,115,886","10,070,835",9
"168,702","20,153,280,269",11/24/2015 12:00:00 AM,0624,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,05/17/2013 12:00:00 AM,3,"3,115,886","10,070,835",9
"168,703","20,153,280,269",11/24/2015 12:00:00 AM, ,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I PATROL,02/08/2002 12:00:00 AM,14,"3,115,886","10,070,835",9
"168,704","20,153,280,269",11/24/2015 12:00:00 AM,0848,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,09/24/1999 12:00:00 AM,16,"3,115,886","10,070,835",9
"168,705","20,153,280,713",11/24/2015 12:00:00 AM,1105,E 7TH ST / CHICON ST,CH,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,383006604: 20153280713,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,03/22/2013 12:00:00 AM,3,"3,120,890","10,068,910",3
"168,722","20,153,280,269",11/24/2015 12:00:00 AM,0704,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,10/19/2001 12:00:00 AM,14,"3,115,886","10,070,835",9
"168,742","20,153,280,194",11/24/2015 12:00:00 AM,0420,S IH 35 SVRD NB / E STASSNEY LN,FR,TRAFFIC STOP,"IN CUSTODY, MAINTAINING CONTROL",3,87228751: 20153280194,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,05/29/2015 12:00:00 AM,0,"3,108,318","10,045,196",2
"168,744","20,153,281,729",11/24/2015 12:00:00 AM,2040,8602 N LAMAR BLVD,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,165089984: 20153281729,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,10/30/2015 12:00:00 AM,0,"3,125,501","10,102,568",4
"168,764","20,153,281,729",11/24/2015 12:00:00 AM,2045,8602 N LAMAR BLVD,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,165089984: 20153281729,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,03/22/2013 12:00:00 AM,3,"3,125,501","10,102,568",4
"168,783","20,153,281,729",11/24/2015 12:00:00 AM,2034,8602 N LAMAR BLVD,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,165089984: 20153281729,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,EDWARD 400 REG II PATROL,05/30/2014 12:00:00 AM,1,"3,125,501","10,102,568",4
"168,784","20,153,280,713",11/24/2015 12:00:00 AM,1105,E 7TH ST / CHICON ST,CH,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,383006604: 20153280713,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,04/27/2007 12:00:00 AM,9,"3,120,890","10,068,910",3
"168,802","20,153,281,867",11/24/2015 12:00:00 AM,2200,11680 RESEARCH BLVD SVRD SB,AD,WARRANT SERVICE,NECESSARY TO EFFECT ARREST / DETENTION,3,458885874: 20153281867,F,W,N,,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,,GANG SUPPRESSION UNIT OCD,06/18/2004 12:00:00 AM,11,"3,111,643","10,125,309",10
"169,065","20,153,280,269",11/24/2015 12:00:00 AM,0650,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,03/31/2003 12:00:00 AM,13,"3,115,886","10,070,835",9
"169,087","20,153,280,269",11/24/2015 12:00:00 AM,0655,700 BLOCK NECHES ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,407766746: 20153280269,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,,2,NO COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,01/04/2008 12:00:00 AM,8,"3,115,886","10,070,835",9
"168,746","20,153,290,912",11/25/2015 12:00:00 AM,1415,12900 N IH 35 SVRD SB,ED,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,458778312: 20153290912,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,10/07/2011 12:00:00 AM,4,"3,134,231","10,124,161",7
"168,786","20,153,291,316",11/25/2015 12:00:00 AM,2148,1781 SPYGLASS DR,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,26608324: 20153291316,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,07/13/2012 12:00:00 AM,3,"3,099,006","10,066,871",8
"168,842","20,153,291,316",11/25/2015 12:00:00 AM,1937,1781 SPYGLASS DR,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,26608324: 20153291316,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,DAVID 500 REG IV PATROL,12/13/2013 12:00:00 AM,2,"3,099,006","10,066,871",8
"168,785","20,153,300,912",11/26/2015 12:00:00 AM,1752,700 E 6TH ST,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,459343941: 20153300912,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,11/30/2012 12:00:00 AM,3,"3,116,520","10,070,158",9
"168,789","20,153,300,186",11/26/2015 12:00:00 AM,0237,500 BLOCK RIO GRANDE ST,GE,DISPATCHED CALL,OTHER (DOCUMENT IN SUPPLEMENT),3,459347498: 20153300186,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,06/18/2004 12:00:00 AM,11,"3,112,101","10,071,220",9
"168,822","20,153,300,556",11/26/2015 12:00:00 AM,1145,W US 290 HWY SVRD EB / S MOPAC EXPY SVRD SB,DA,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459347554: 20153300556,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,07/13/2012 12:00:00 AM,3,"3,088,431","10,058,201",8
"168,882","20,153,300,210",11/26/2015 12:00:00 AM, ,1700 E RIVERSIDE DR,HE,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,31734120: 20153300210,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 1 REG III HWY ENFORCEMENT,03/22/2013 12:00:00 AM,3,"3,118,583","10,062,223",3
"168,862","20,153,311,060",11/27/2015 12:00:00 AM,1827,CAMERON RD / E ST JOHNS AVE,ID,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,365695908: 20153311060,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,05/29/2015 12:00:00 AM,0,"3,129,749","10,092,211",1
"168,748","20,153,321,397",11/28/2015 12:00:00 AM,2245,9721 ARBORETUM BLVD,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,177471777: 20153321397,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,03/20/2015 12:00:00 AM,1,"3,111,037","10,115,917",10
"168,883","20,153,321,311",11/28/2015 12:00:00 AM,2210,5800 ENCINAL CV,FR,TRAFFIC STOP,"IN CUSTODY, MAINTAINING CONTROL",3,242811471: 20153321311,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,03/23/2012 12:00:00 AM,4,"3,112,249","10,043,054",2
"168,924","20,153,320,712",11/28/2015 12:00:00 AM,1416,9433 PARKFIELD DR,ED,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,10945444: 20153320712,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,01/04/2008 12:00:00 AM,8,"3,125,277","10,107,519",4
"168,945","20,153,320,712",11/28/2015 12:00:00 AM,1416,9433 PARKFIELD DR,ED,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,10945444: 20153320712,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,01/04/2008 12:00:00 AM,8,"3,125,277","10,107,519",4
"173,886","20,153,350,167",12/01/2015 12:00:00 AM, ,8312 N IH 35 SVRD SB,ED,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,459348549: 20153350167,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,03/21/2014 12:00:00 AM,2,"3,128,227","10,099,667",4
"169,004","20,153,321,450",11/28/2015 12:00:00 AM, ,E WILLIAM CANNON DR / NORTH BLUFF DR,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,186871414: 20153321450,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,11/13/2015 12:00:00 AM,0,"3,105,866","10,042,484",2
"169,146","20,153,321,397",11/28/2015 12:00:00 AM,2245,9721 ARBORETUM BLVD,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,177471777: 20153321397,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,12/12/2014 12:00:00 AM,1,"3,111,037","10,115,917",10
"169,624","20,153,320,868",11/28/2015 12:00:00 AM,1918,7100 N IH 35 SVRD SB,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,312410913: 20153320868,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,01/04/2008 12:00:00 AM,8,"3,125,615","10,094,453",4
"168,788","20,153,331,106",11/29/2015 12:00:00 AM,2024,70 RAINEY ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459347822: 20153331106,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,GEORGE 600 REG I PATROL,04/27/2007 12:00:00 AM,9,"3,115,582","10,067,264",9
"169,005","20,153,331,018",11/29/2015 12:00:00 AM,1914,1220 CAMINO LA COSTA,ID,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,2,459349159: 20153331018,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,03/23/2012 12:00:00 AM,4,"3,129,001","10,091,827",4
"168,884","20,153,341,355",11/30/2015 12:00:00 AM,2203,2900 LOYOLA LN,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,209453834: 20153341355,M,B,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,10/07/2011 12:00:00 AM,4,"3,135,971","10,088,055",1
"168,885","20,153,341,355",11/30/2015 12:00:00 AM,2043,2900 LOYOLA LN,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,209453834: 20153341355,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,12/12/2014 12:00:00 AM,1,"3,135,971","10,088,055",1
"168,886","20,153,341,355",11/30/2015 12:00:00 AM,2040,2900 LOYOLA LN,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,209453834: 20153341355,M,B,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,11/30/2012 12:00:00 AM,3,"3,135,971","10,088,055",1
"168,904","20,153,341,355",11/30/2015 12:00:00 AM,2040,2900 LOYOLA LN,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,209453834: 20153341355,M,B,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,07/09/1999 12:00:00 AM,16,"3,135,971","10,088,055",1
"168,944","20,153,340,964",11/30/2015 12:00:00 AM,1747,9900 N MOPAC EXPY SB,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459348508: 20153340964,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,NO COMPLAINT OF INJURY/PAIN,,MOTORS SOUTH 2 HWY ENFORCEMENT,01/02/2009 12:00:00 AM,7,"3,115,758","10,114,536",7
"168,946","20,153,340,471",11/30/2015 12:00:00 AM, ,500 BLOCK E MARTIN LUTHER KING JR BLVD,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,208214854: 20153340471,F,B,N,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,MINOR INJURY,BAKER 100 REG I PATROL,06/20/2008 12:00:00 AM,7,"3,117,207","10,074,934",1
